Run_ID,Test_Start,Station_ID,Serial_Number,Test_Socket,Test_Status,Test_Time_Sec,Step_Name,Data
59,2021-11-18T15:40:28.000Z,BRM-DQ1VH63,352C3152,-1,Passed,423,Apply DUT Power,0.031
60,2021-11-18T15:48:32.000Z,BRM-DQ1VH63,352C3151,-1,Passed,431,Apply DUT Power,0.03
61,2021-11-18T15:58:05.000Z,BRM-DQ1VH63,352C3156,-1,Passed,721,Apply DUT Power,0.031
62,2021-11-18T16:12:12.000Z,BRM-DQ1VH63,352C3157,-1,Passed,406,Apply DUT Power,0.031
63,2021-11-18T16:20:28.000Z,BRM-DQ1VH63,352C3158,-1,Passed,409,Apply DUT Power,0.031
64,2021-11-18T16:32:01.000Z,BRM-DQ1VH63,352C3159,-1,Failed,487,Apply DUT Power,0.031
65,2021-11-18T16:45:20.000Z,BRM-DQ1VH63,352C3159,-1,Failed,450,Apply DUT Power,0.031
66,2021-11-18T17:54:19.000Z,BRM-DQ1VH63,352C3159,-1,Failed,439,Apply DUT Power,0.031
67,2021-12-02T08:49:41.000Z,BRM-DQ1VH63,352C1780,-1,Passed,567,Apply DUT Power,0.135
68,2021-12-02T09:16:37.000Z,BRM-DQ1VH63,352B9581,-1,Passed,449,Apply DUT Power,0.118
70,2021-12-02T09:58:19.000Z,BRM-DQ1VH63,352C2752,-1,Passed,501,Apply DUT Power,0.031
71,2021-12-02T13:11:52.000Z,BRM-DQ1VH63,352C2546,-1,Passed,485,Apply DUT Power,0.136
72,2021-12-02T13:27:53.000Z,BRM-DQ1VH63,352B8217,-1,Passed,436,Apply DUT Power,0.032
73,2021-12-02T13:35:51.000Z,BRM-DQ1VH63,352B9476,-1,Passed,451,Apply DUT Power,0.107
74,2021-12-02T13:45:21.000Z,BRM-DQ1VH63,352C2752,-1,Passed,410,Apply DUT Power,0.106
75,2021-12-02T13:57:15.000Z,BRM-DQ1VH63,352C2546,-1,Passed,441,Apply DUT Power,0.124
76,2021-12-02T14:05:37.000Z,BRM-DQ1VH63,352C0831,-1,Failed,424,Apply DUT Power,0.123
77,2021-12-02T14:13:42.000Z,BRM-DQ1VH63,352C2441,-1,Passed,449,Apply DUT Power,0.104
79,2021-12-03T06:54:25.000Z,BRM-DQ1VH63,352C0831,-1,Passed,500,Apply DUT Power,0.13
81,2021-12-03T07:07:21.000Z,BRM-DQ1VH63,352C2468,-1,Passed,424,Apply DUT Power,0.13
82,2021-12-03T08:12:24.000Z,BRM-DQ1VH63,352C3159,-1,Passed,541,Apply DUT Power,0.032
83,2021-12-03T08:33:05.000Z,BRM-DQ1VH63,352C3160,-1,Passed,514,Apply DUT Power,0.031
84,2021-12-03T08:49:01.000Z,BRM-DQ1VH63,352C3161,-1,Passed,793,Apply DUT Power,0.031
85,2021-12-03T09:39:30.000Z,BRM-DQ1VH63,352C3162,-1,Passed,832,Apply DUT Power,0.031
86,2021-12-03T10:00:14.000Z,BRM-DQ1VH63,352C3163,-1,Passed,529,Apply DUT Power,0.031
87,2021-12-03T10:19:10.000Z,BRM-DQ1VH63,352C3164,-1,Passed,707,Apply DUT Power,0.031
88,2021-12-03T10:39:23.000Z,BRM-DQ1VH63,352C3165,-1,Passed,716,Apply DUT Power,0.031
89,2021-12-03T12:16:36.000Z,BRM-DQ1VH63,352C3166,-1,Passed,452,Apply DUT Power,0.031
90,2021-12-03T13:27:05.000Z,BRM-DQ1VH63,352C3167,-1,Failed,529,Apply DUT Power,0.032
92,2021-12-03T14:23:01.000Z,BRM-DQ1VH63,352C3167,-1,Failed,543,Apply DUT Power,0.032
93,2021-12-03T15:09:45.000Z,BRM-DQ1VH63,352C3168,-1,Passed,493,Apply DUT Power,0.032
94,2021-12-03T15:36:17.000Z,BRM-DQ1VH63,352C3169,-1,Passed,620,Apply DUT Power,0.031
95,2021-12-03T16:00:01.000Z,BRM-DQ1VH63,352C3170,-1,Passed,411,Apply DUT Power,0.031
96,2021-12-03T16:24:44.000Z,BRM-DQ1VH63,352C3172,-1,Passed,657,Apply DUT Power,0.031
97,2021-12-03T16:40:30.000Z,BRM-DQ1VH63,352C3173,-1,Passed,443,Apply DUT Power,0.031
98,2021-12-03T16:55:51.000Z,BRM-DQ1VH63,352C3174,-1,Passed,1758,Apply DUT Power,0.032
99,2021-12-03T17:39:58.000Z,BRM-DQ1VH63,352C3175,-1,Failed,424,Apply DUT Power,0.031
100,2021-12-03T17:49:04.000Z,BRM-DQ1VH63,352C3175,-1,Failed,433,Apply DUT Power,0.031
102,2021-12-03T18:05:14.000Z,BRM-DQ1VH63,352C3175,-1,Failed,540,Apply DUT Power,0.031
103,2021-12-03T18:23:55.000Z,BRM-DQ1VH63,352C3176,-1,Passed,1025,Apply DUT Power,0.031
104,2021-12-03T18:43:56.000Z,BRM-DQ1VH63,352C3177,-1,Passed,440,Apply DUT Power,0.031
105,2021-12-03T18:54:00.000Z,BRM-DQ1VH63,352C3178,-1,Passed,835,Apply DUT Power,0.031
106,2021-12-03T19:10:33.000Z,BRM-DQ1VH63,352C3179,-1,Passed,479,Apply DUT Power,0.031
107,2021-12-03T19:21:17.000Z,BRM-DQ1VH63,352C3181,-1,Passed,746,Apply DUT Power,0.031
108,2021-12-03T21:22:45.000Z,BRM-DQ1VH63,352C3175,-1,Passed,660,Apply DUT Power,0.031
109,2021-12-04T06:25:43.000Z,BRM-DQ1VH63,352C3167,-1,Passed,558,Apply DUT Power,0.031
110,2021-12-04T06:48:47.000Z,BRM-DQ1VH63,352C3180,-1,Passed,432,Apply DUT Power,0.031
111,2021-12-18T08:52:12.000Z,BRM-DQ1VH63,352C3182,-1,Passed,451,Apply DUT Power,0.032
112,2021-12-18T09:26:50.000Z,BRM-DQ1VH63,352C3183,-1,Passed,425,Apply DUT Power,0.032
113,2021-12-18T09:35:38.000Z,BRM-DQ1VH63,352C3186,-1,Passed,434,Apply DUT Power,0.031
114,2021-12-18T09:47:44.000Z,BRM-DQ1VH63,352C3184,-1,Passed,444,Apply DUT Power,0.031
115,2021-12-18T09:56:53.000Z,BRM-DQ1VH63,352C3185,-1,Passed,836,Apply DUT Power,0.031
116,2021-12-18T10:17:46.000Z,BRM-DQ1VH63,352C3187,-1,Passed,529,Apply DUT Power,0.031
117,2021-12-18T10:29:16.000Z,BRM-DQ1VH63,352C3188,-1,Passed,770,Apply DUT Power,0.031
118,2021-12-18T10:45:13.000Z,BRM-DQ1VH63,352C3190,-1,Passed,737,Apply DUT Power,0.031
119,2021-12-18T10:58:51.000Z,BRM-DQ1VH63,352C3189,-1,Failed,462,Apply DUT Power,0.031
120,2021-12-18T11:07:09.000Z,BRM-DQ1VH63,352C3189,-1,Passed,492,Apply DUT Power,0.03
121,2021-12-18T11:16:30.000Z,BRM-DQ1VH63,352C3191,-1,Passed,595,Apply DUT Power,0.031
122,2021-12-18T11:27:07.000Z,BRM-DQ1VH63,352C3192,-1,Passed,426,Apply DUT Power,0.115
124,2021-12-20T10:25:15.000Z,BRM-DQ1VH63,352C2708,-1,Passed,473,Apply DUT Power,0.12
125,2021-12-20T14:32:22.000Z,BRM-DQ1VH63,352C3193,-1,Passed,866,Apply DUT Power,0.032
126,2021-12-20T14:49:20.000Z,BRM-DQ1VH63,352C3195,-1,Passed,585,Apply DUT Power,0.031
127,2021-12-20T15:01:25.000Z,BRM-DQ1VH63,352C3194,-1,Passed,646,Apply DUT Power,0.031
128,2021-12-20T15:14:56.000Z,BRM-DQ1VH63,352C3196,-1,Passed,470,Apply DUT Power,0.031
129,2021-12-20T15:23:41.000Z,BRM-DQ1VH63,352C3197,-1,Passed,558,Apply DUT Power,0.031
130,2021-12-20T15:33:41.000Z,BRM-DQ1VH63,352C3198,-1,Passed,451,Apply DUT Power,0.03
131,2021-12-20T15:44:35.000Z,BRM-DQ1VH63,352C3199,-1,Passed,501,Apply DUT Power,0.031
132,2021-12-20T15:55:14.000Z,BRM-DQ1VH63,352C3200,-1,Passed,524,Apply DUT Power,0.031
133,2021-12-20T16:08:18.000Z,BRM-DQ1VH63,352C3201,-1,Passed,529,Apply DUT Power,0.031
134,2021-12-20T16:19:07.000Z,BRM-DQ1VH63,352C3202,-1,Failed,652,Apply DUT Power,0.031
135,2021-12-20T16:31:31.000Z,BRM-DQ1VH63,352C3202,-1,Failed,525,Apply DUT Power,0.031
136,2021-12-20T16:42:48.000Z,BRM-DQ1VH63,352C3203,-1,Passed,821,Apply DUT Power,0.031
137,2021-12-20T16:58:08.000Z,BRM-DQ1VH63,352C3204,-1,Passed,1497,Apply DUT Power,0.031
138,2021-12-20T17:23:45.000Z,BRM-DQ1VH63,352C3205,-1,Passed,709,Apply DUT Power,0.031
139,2021-12-20T17:40:00.000Z,BRM-DQ1VH63,352C3206,-1,Passed,671,Apply DUT Power,0.031
140,2021-12-20T17:53:18.000Z,BRM-DQ1VH63,352C3207,-1,Passed,486,Apply DUT Power,0.031
141,2021-12-20T18:03:35.000Z,BRM-DQ1VH63,352C3208,-1,Passed,900,Apply DUT Power,0.031
142,2021-12-20T18:22:20.000Z,BRM-DQ1VH63,352C3209,-1,Passed,420,Apply DUT Power,0.031
143,2021-12-20T18:32:15.000Z,BRM-DQ1VH63,352C3210,-1,Passed,744,Apply DUT Power,0.031
144,2021-12-20T18:49:31.000Z,BRM-DQ1VH63,352C3211,-1,Passed,953,Apply DUT Power,0.031
145,2021-12-20T19:08:25.000Z,BRM-DQ1VH63,352C3212,-1,Passed,576,Apply DUT Power,0.031
146,2021-12-20T19:19:44.000Z,BRM-DQ1VH63,352C3213,-1,Passed,1036,Apply DUT Power,0.031
148,2021-12-20T20:10:11.000Z,BRM-DQ1VH63,352C3214,-1,Passed,831,Apply DUT Power,0.031
149,2021-12-20T20:28:15.000Z,BRM-DQ1VH63,352C3215,-1,Passed,562,Apply DUT Power,0.031
150,2021-12-20T20:39:53.000Z,BRM-DQ1VH63,352C3217,-1,Passed,665,Apply DUT Power,0.031
151,2021-12-20T20:51:53.000Z,BRM-DQ1VH63,352C3216,-1,Passed,531,Apply DUT Power,0.031
152,2021-12-20T21:02:42.000Z,BRM-DQ1VH63,352C3219,-1,Failed,450,Apply DUT Power,0.031
153,2021-12-20T21:13:41.000Z,BRM-DQ1VH63,352C3218,-1,Passed,413,Apply DUT Power,0.031
154,2021-12-20T21:21:33.000Z,BRM-DQ1VH63,352C3220,-1,Passed,453,Apply DUT Power,0.031
155,2021-12-21T04:52:41.000Z,BRM-DQ1VH63,352C3219,-1,Passed,678,Apply DUT Power,0.031
156,2021-12-21T06:28:16.000Z,BRM-DQ1VH63,352C3202,-1,Failed,1365,Apply DUT Power,0.031
157,2021-12-21T14:38:02.000Z,BRM-DQ1VH63,352C3202,-1,Failed,552,Apply DUT Power,0.125
159,2021-12-21T15:25:33.000Z,BRM-DQ1VH63,352C3221,-1,Passed,418,Apply DUT Power,0.031
160,2021-12-21T15:34:10.000Z,BRM-DQ1VH63,352C3222,-1,Passed,427,Apply DUT Power,0.031
161,2021-12-21T15:43:41.000Z,BRM-DQ1VH63,352C3223,-1,Passed,480,Apply DUT Power,0.031
162,2021-12-21T15:53:10.000Z,BRM-DQ1VH63,352C3224,-1,Passed,468,Apply DUT Power,0.031
163,2021-12-21T16:03:15.000Z,BRM-DQ1VH63,352C3225,-1,Passed,605,Apply DUT Power,0.03
164,2021-12-21T16:16:15.000Z,BRM-DQ1VH63,352C3226,-1,Passed,446,Apply DUT Power,0.031
165,2021-12-21T16:26:18.000Z,BRM-DQ1VH63,352C3227,-1,Passed,464,Apply DUT Power,0.031
168,2021-12-21T16:43:42.000Z,BRM-DQ1VH63,352C3229,-1,Passed,410,Apply DUT Power,0.031
169,2021-12-21T16:52:47.000Z,BRM-DQ1VH63,352C3230,-1,Passed,461,Apply DUT Power,0.031
170,2021-12-21T17:20:42.000Z,BRM-DQ1VH63,352C3231,-1,Passed,527,Apply DUT Power,0.031
171,2021-12-21T17:31:45.000Z,BRM-DQ1VH63,352C3232,-1,Passed,448,Apply DUT Power,0.031
173,2021-12-21T17:46:59.000Z,BRM-DQ1VH63,352C3233,-1,Passed,1275,Apply DUT Power,0.031
174,2021-12-21T18:10:51.000Z,BRM-DQ1VH63,352C3234,-1,Passed,700,Apply DUT Power,0.031
175,2021-12-21T18:24:20.000Z,BRM-DQ1VH63,352C3235,-1,Passed,1965,Apply DUT Power,0.031
176,2021-12-21T19:05:25.000Z,BRM-DQ1VH63,352C3236,-1,Passed,436,Apply DUT Power,0.031
177,2021-12-21T19:14:55.000Z,BRM-DQ1VH63,352C3237,-1,Passed,652,Apply DUT Power,0.031
178,2021-12-21T20:02:29.000Z,BRM-DQ1VH63,352C3238,-1,Passed,609,Apply DUT Power,0.031
179,2021-12-21T20:14:23.000Z,BRM-DQ1VH63,352C3239,-1,Passed,1035,Apply DUT Power,0.031
180,2021-12-21T20:36:33.000Z,BRM-DQ1VH63,352C3240,-1,Passed,1018,Apply DUT Power,0.031
181,2021-12-21T20:56:40.000Z,BRM-DQ1VH63,352C3241,-1,Passed,517,Apply DUT Power,0.031
182,2021-12-21T21:07:05.000Z,BRM-DQ1VH63,352C3245,-1,Passed,819,Apply DUT Power,0.031
183,2021-12-21T21:22:30.000Z,BRM-DQ1VH63,352C3242,-1,Passed,435,Apply DUT Power,0.031
184,2021-12-21T21:46:32.000Z,BRM-DQ1VH63,352C3244,-1,Passed,506,Apply DUT Power,0.031
185,2021-12-21T21:56:11.000Z,BRM-DQ1VH63,352C3243,-1,Failed,780,Apply DUT Power,0.031
186,2021-12-21T22:10:44.000Z,BRM-DQ1VH63,352C3246,-1,Passed,420,Apply DUT Power,0.031
187,2021-12-21T22:18:13.000Z,BRM-DQ1VH63,352C3247,-1,Passed,479,Apply DUT Power,0.031
188,2021-12-21T22:27:21.000Z,BRM-DQ1VH63,352C3248,-1,Passed,486,Apply DUT Power,0.031
189,2021-12-21T22:35:53.000Z,BRM-DQ1VH63,352C3243,-1,Passed,443,Apply DUT Power,0.03
191,2021-12-22T09:19:33.000Z,BRM-DQ1VH63,352C2273,-1,Passed,466,Apply DUT Power,0.122
192,2021-12-22T09:55:05.000Z,BRM-DQ1VH63,352C2273,-1,Passed,453,Apply DUT Power,0.12
203,2021-12-23T10:41:30.000Z,BRM-DQ1VH63,352B8214,-1,Passed,458,Apply DUT Power,0.125
204,2021-12-23T14:57:31.000Z,BRM-DQ1VH63,352C3249,-1,Passed,484,Apply DUT Power,0.032
205,2021-12-23T15:09:17.000Z,BRM-DQ1VH63,352C3250,-1,Passed,874,Apply DUT Power,0.031
206,2021-12-23T15:27:12.000Z,BRM-DQ1VH63,352C3251,-1,Passed,597,Apply DUT Power,0.031
207,2021-12-23T15:43:32.000Z,BRM-DQ1VH63,352C3228,-1,Passed,1084,Apply DUT Power,0.031
208,2021-12-23T16:07:18.000Z,BRM-DQ1VH63,352C3252,-1,Failed,654,Apply DUT Power,0.031
209,2021-12-23T16:23:23.000Z,BRM-DQ1VH63,352C3252,-1,Passed,444,Apply DUT Power,0.031
210,2021-12-23T16:32:42.000Z,BRM-DQ1VH63,352C3253,-1,Passed,564,Apply DUT Power,0.031
211,2021-12-23T16:43:10.000Z,BRM-DQ1VH63,352C3254,-1,Passed,991,Apply DUT Power,0.031
212,2021-12-23T17:20:04.000Z,BRM-DQ1VH63,352C3256,-1,Passed,465,Apply DUT Power,0.031
213,2021-12-23T17:28:37.000Z,BRM-DQ1VH63,352C3257,-1,Passed,819,Apply DUT Power,0.031
214,2021-12-23T17:42:49.000Z,BRM-DQ1VH63,352C3255,-1,Passed,473,Apply DUT Power,0.031
215,2021-12-23T17:51:25.000Z,BRM-DQ1VH63,352C3258,-1,Passed,460,Apply DUT Power,0.031
216,2021-12-23T18:05:54.000Z,BRM-DQ1VH63,352C3259,-1,Passed,970,Apply DUT Power,0.032
217,2021-12-23T18:23:58.000Z,BRM-DQ1VH63,352C3260,-1,Passed,787,Apply DUT Power,0.031
218,2021-12-23T18:37:42.000Z,BRM-DQ1VH63,352C3261,-1,Passed,817,Apply DUT Power,0.031
219,2021-12-23T18:52:02.000Z,BRM-DQ1VH63,352C3262,-1,Passed,1310,Apply DUT Power,0.031
220,2021-12-23T19:15:42.000Z,BRM-DQ1VH63,352C3263,-1,Passed,519,Apply DUT Power,0.031
221,2021-12-29T14:49:40.000Z,BRM-DQ1VH63,352C3264,-1,Passed,421,Apply DUT Power,0.032
223,2021-12-29T15:16:55.000Z,BRM-DQ1VH63,352C3265,-1,Passed,466,Apply DUT Power,0.104
224,2021-12-29T15:26:04.000Z,BRM-DQ1VH63,352C3266,-1,Passed,529,Apply DUT Power,0.031
225,2021-12-29T15:38:01.000Z,BRM-DQ1VH63,352C3267,-1,Passed,1064,Apply DUT Power,0.031
226,2021-12-29T15:57:08.000Z,BRM-DQ1VH63,352C3268,-1,Passed,624,Apply DUT Power,0.031
227,2021-12-29T16:08:19.000Z,BRM-DQ1VH63,352C3269,-1,Passed,559,Apply DUT Power,0.032
228,2021-12-29T16:19:08.000Z,BRM-DQ1VH63,352C3270,-1,Passed,439,Apply DUT Power,0.031
229,2021-12-29T16:29:42.000Z,BRM-DQ1VH63,352C3271,-1,Passed,432,Apply DUT Power,0.031
230,2021-12-29T16:38:27.000Z,BRM-DQ1VH63,352C3272,-1,Passed,410,Apply DUT Power,0.031
231,2021-12-29T16:46:47.000Z,BRM-DQ1VH63,352C3273,-1,Passed,432,Apply DUT Power,0.031
232,2021-12-29T16:57:17.000Z,BRM-DQ1VH63,352C3274,-1,Passed,1997,Apply DUT Power,0.031
233,2021-12-29T17:32:48.000Z,BRM-DQ1VH63,352C3275,-1,Passed,454,Apply DUT Power,0.031
234,2021-12-29T17:48:16.000Z,BRM-DQ1VH63,352C3276,-1,Passed,625,Apply DUT Power,0.031
235,2021-12-29T18:01:01.000Z,BRM-DQ1VH63,352C3277,-1,Passed,647,Apply DUT Power,0.031
236,2021-12-29T18:13:16.000Z,BRM-DQ1VH63,352C3278,-1,Passed,950,Apply DUT Power,0.031
237,2021-12-29T18:32:46.000Z,BRM-DQ1VH63,352C3279,-1,Passed,611,Apply DUT Power,0.031
238,2021-12-29T18:43:35.000Z,BRM-DQ1VH63,352C3280,-1,Passed,453,Apply DUT Power,0.031
239,2021-12-29T18:51:36.000Z,BRM-DQ1VH63,352C3281,-1,Passed,537,Apply DUT Power,0.031
240,2021-12-29T19:02:32.000Z,BRM-DQ1VH63,352C3282,-1,Passed,661,Apply DUT Power,0.031
241,2021-12-29T19:14:56.000Z,BRM-DQ1VH63,352C3283,-1,Passed,462,Apply DUT Power,0.031
242,2021-12-29T19:23:12.000Z,BRM-DQ1VH63,352C3278,-1,Passed,476,Apply DUT Power,0.03
243,2021-12-29T20:04:57.000Z,BRM-DQ1VH63,352C3284,-1,Passed,919,Apply DUT Power,0.031
244,2021-12-29T20:22:39.000Z,BRM-DQ1VH63,352C3285,-1,Passed,715,Apply DUT Power,0.032
245,2021-12-29T20:35:56.000Z,BRM-DQ1VH63,352C3286,-1,Passed,484,Apply DUT Power,0.031
246,2021-12-29T20:51:54.000Z,BRM-DQ1VH63,352C3287,-1,Passed,1020,Apply DUT Power,0.032
247,2021-12-29T21:15:17.000Z,BRM-DQ1VH63,352C3288,-1,Passed,860,Apply DUT Power,0.031
248,2021-12-29T21:50:05.000Z,BRM-DQ1VH63,352C3289,-1,Passed,915,Apply DUT Power,0.031
249,2021-12-29T22:08:23.000Z,BRM-DQ1VH63,352C3290,-1,Passed,439,Apply DUT Power,0.031
250,2021-12-29T22:22:12.000Z,BRM-DQ1VH63,352C3291,-1,Passed,472,Apply DUT Power,0.031
251,2021-12-29T22:31:07.000Z,BRM-DQ1VH63,352C3292,-1,Passed,581,Apply DUT Power,0.031
252,2021-12-29T22:41:28.000Z,BRM-DQ1VH63,352C3293,-1,Passed,448,Apply DUT Power,0.031
253,2021-12-30T14:35:13.000Z,BRM-DQ1VH63,352C3294,-1,Passed,500,Apply DUT Power,0.032
254,2021-12-30T14:44:22.000Z,BRM-DQ1VH63,352C3295,-1,Passed,505,Apply DUT Power,0.031
255,2022-01-04T14:38:35.000Z,BRM-DQ1VH63,352C3296,-1,Passed,415,Apply DUT Power,0.032
256,2022-01-04T14:46:42.000Z,BRM-DQ1VH63,352C3297,-1,Passed,799,Apply DUT Power,0.031
257,2022-01-04T15:03:19.000Z,BRM-DQ1VH63,352C3298,-1,Passed,438,Apply DUT Power,0.031
258,2022-01-04T15:12:42.000Z,BRM-DQ1VH63,352C3299,-1,Passed,409,Apply DUT Power,0.031
259,2022-01-04T15:22:06.000Z,BRM-DQ1VH63,352C3300,-1,Passed,423,Apply DUT Power,0.031
260,2022-01-04T15:35:30.000Z,BRM-DQ1VH63,352C3301,-1,Passed,566,Apply DUT Power,0.031
261,2022-01-04T15:54:48.000Z,BRM-DQ1VH63,352C3302,-1,Failed,639,Apply DUT Power,0.031
262,2022-01-04T16:06:22.000Z,BRM-DQ1VH63,352C3302,-1,Passed,425,Apply DUT Power,0.539
264,2022-01-04T16:25:44.000Z,BRM-DQ1VH63,352C3303,-1,Passed,428,Apply DUT Power,0.404
265,2022-01-04T16:41:11.000Z,BRM-DQ1VH63,352C3304,-1,Passed,498,Apply DUT Power,0.031
266,2022-01-04T16:55:47.000Z,BRM-DQ1VH63,352C3305,-1,Passed,2539,Apply DUT Power,0.134
267,2022-01-04T17:40:09.000Z,BRM-DQ1VH63,352C3306,-1,Passed,1348,Apply DUT Power,0.031
268,2022-01-04T18:05:34.000Z,BRM-DQ1VH63,352C3307,-1,Passed,1125,Apply DUT Power,0.031
269,2022-01-04T18:26:57.000Z,BRM-DQ1VH63,352C3308,-1,Passed,407,Apply DUT Power,0.032
270,2022-01-04T18:38:48.000Z,BRM-DQ1VH63,352C3309,-1,Passed,444,Apply DUT Power,0.031
271,2022-01-04T18:47:40.000Z,BRM-DQ1VH63,352C3310,-1,Passed,438,Apply DUT Power,0.031
272,2022-01-04T18:59:44.000Z,BRM-DQ1VH63,352C3311,-1,Passed,429,Apply DUT Power,0.031
